Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2019-11-22T00:00:00.000,CHEV,LL,,RED,BL93689,IL,10300 S. Doty,(773) 568-8495,2890153
2019-11-22T00:00:00.000,CHEV,PK,,RED,2705012,IL,10300 S. Doty,(773) 568-8495,2890145
2019-11-22T00:00:00.000,CHEV,PK,,ONG,234588B,IL,701 N. Sacramento,(773) 265-7605,6973549
2019-11-22T00:00:00.000,CHRY,2D,,BLK,BA69969,IL,10300 S. Doty,(773) 568-8495,2890155
2019-11-22T00:00:00.000,CHRY,LL,,BLK,Q776526,IL,10300 S. Doty,(773) 568-8495,2890140
2019-11-22T00:00:00.000,CHRY,LL,,BLK,BG69964,IL,10300 S. Doty,(773) 568-8495,2890116
2019-11-22T00:00:00.000,CHRY,LL,,SIL,BH39251,IL,701 N. Sacramento,(773) 265-1846,1539581
2019-11-22T00:00:00.000,CHRY,VN,,SIL,BK83734,IL,10300 S. Doty,(773) 568-8495,2890150
2019-11-22T00:00:00.000,CHRY,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2890119
2019-11-22T00:00:00.000,DODG,4D,,GRY,BM62064,IL,10300 S. Doty,(773) 568-8495,2890115
2019-11-22T00:00:00.000,DODG,4H,,ONG,H236507,IL,701 N. Sacramento,(773) 265-7605,6973556
2019-11-22T00:00:00.000,DODG,LL,,BLK,852U857,IL,10300 S. Doty,(773) 568-8495,2890121
2019-11-22T00:00:00.000,DODG,LL,,TAN,AG32915,IL,10300 S. Doty,(773) 568-8495,2890086
2019-11-22T00:00:00.000,DODG,PK,,BLK,2614757,IL,10300 S. Doty,(773) 568-8495,2890112
2019-11-22T00:00:00.000,DODG,VN,,WHI,709N355,IL,701 N. Sacramento,(773) 265-1846,1539583
2019-11-22T00:00:00.000,DODG,VN,TK,MAR,BG74490,IL,10300 S. Doty,(773) 568-8495,2890096
2019-11-22T00:00:00.000,FORD,4D,,BLK,BC60137,IL,10300 S. Doty,(773) 568-8495,2890124
2019-11-22T00:00:00.000,FORD,4D,,WHI,AM92568,IL,10300 S. Doty,(773) 568-8495,2890091
2019-11-22T00:00:00.000,FORD,4D,,BLK,Z721287,IL,10300 S. Doty,(773) 568-8495,2890123
2019-11-22T00:00:00.000,FORD,LL,,SIL,BA45667,IL,701 N. Sacramento,(773) 265-7605,6973585
2019-11-22T00:00:00.000,FORD,LL,,BLK,4179267,IL,701 N. Sacramento,(773) 265-7605,6973569
2019-11-22T00:00:00.000,GMC,LL,TK,GRY,BA40929,IL,701 N. Sacramento,(773) 265-7605,6973573
2019-11-22T00:00:00.000,GMC,LL,,BLK,ZV73506,IL,10300 S. Doty,(773) 568-8495,2890138
2019-11-22T00:00:00.000,GMC,LL,,WHI,E67224,IL,10300 S. Doty,(773) 568-8495,2890131
2019-11-22T00:00:00.000,GMC,LL,,MAR,509THO,IN,10300 S. Doty,(773) 785-9752,1719766
2019-11-22T00:00:00.000,HOND,4D,,GRY,BE81898,IL,10300 S. Doty,(773) 568-8495,2890159
2019-11-22T00:00:00.000,HOND,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6973546
2019-11-22T00:00:00.000,HOND,4D,,WHI,BL73958,IL,10300 S. Doty,(773) 568-8495,2890100
2019-11-22T00:00:00.000,HOND,4D,,WHI,DTL1973,MI,10300 S. Doty,(773) 568-8495,2890172
2019-11-22T00:00:00.000,HOND,VN,,BLU,929727,IL,10300 S. Doty,(773) 785-9752,1719769
2019-11-22T00:00:00.000,HYUN,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2890114
2019-11-22T00:00:00.000,HYUN,4D,,BLU,Q460645,IL,10300 S. Doty,(773) 568-8495,2890120
2019-11-22T00:00:00.000,HYUN,4D,,BLK,BLW9387,TX,701 N. Sacramento,(773) 265-7605,6973565
2019-11-22T00:00:00.000,HYUN,4D,,SIL,BN72592,IL,10300 S. Doty,(773) 568-8495,2890143
2019-11-22T00:00:00.000,HYUN,4D,,BLK,763984,IL,10300 S. Doty,(773) 568-8495,2890152
2019-11-22T00:00:00.000,INFI,4D,,BLK,BK16805,IL,10300 S. Doty,(773) 568-8495,2890127
2019-11-22T00:00:00.000,JEEP,LL,,SIL,X835097,IL,701 N. Sacramento,(773) 265-1846,1539585
2019-11-22T00:00:00.000,JEEP,LL,,BLU,AG59552,IL,701 N. Sacramento,(773) 265-7605,6973562
2019-11-22T00:00:00.000,JEEP,LL,TK,BLU,AX27403,IL,10300 S. Doty,(773) 568-8495,2890151
2019-11-22T00:00:00.000,JEEP,LL,,RED,Q532903,IL,701 N. Sacramento,(773) 265-7605,6973570
2019-11-22T00:00:00.000,KIA,4D,,MAR,DLW6488,MI,10300 S. Doty,(773) 568-8495,2890156
2019-11-22T00:00:00.000,LEXS,LL,,TAN,829401,IL,10300 S. Doty,(773) 568-8495,2890146
2019-11-22T00:00:00.000,LNDR,LL,,WHI,AN95780,IL,701 N. Sacramento,(773) 265-7605,6973579
2019-11-22T00:00:00.000,MERC,2T,,WHI,AR76860,IL,10300 S. Doty,(773) 568-8495,2890089
2019-11-22T00:00:00.000,MERC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6973545
2019-11-22T00:00:00.000,MERC,4T,,GRY,BF38639,IL,701 N. Sacramento,(773) 265-7605,6973557
2019-11-22T00:00:00.000,MERZ,4D,,SIL,L707861,IL,10300 S. Doty,(773) 568-8495,2890111
2019-11-22T00:00:00.000,MERZ,LL,TK,GRY,,,701 N. Sacramento,(773) 265-7605,6973581
2019-11-22T00:00:00.000,MERZ,LL,,WHI,AP38514,IL,10300 S. Doty,(773) 568-8495,2890136
2019-11-22T00:00:00.000,NISS,4D,,WHI,BF22408,IL,10300 S. Doty,(773) 568-8495,2890162
2019-11-22T00:00:00.000,NISS,LL,,SIL,BB25008,IL,701 N. Sacramento,(773) 265-7605,6973551
2019-11-22T00:00:00.000,PONT,4D,,RED,,,10300 S. Doty,(773) 568-8495,2890161
2019-11-22T00:00:00.000,TOYT,4D,,SIL,BR88021,IL,400 E. Lower Wacker,(312) 744-7550,0216154
2019-11-22T00:00:00.000,TOYT,4D,,MAR,BB15105,IL,10300 S. Doty,(773) 568-8495,2890113
2019-11-22T00:00:00.000,TOYT,4D,,GRN,AH94635,IL,10300 S. Doty,(773) 568-8495,2890117
2019-11-22T00:00:00.000,TOYT,4D,,MAR,AQ12443,IL,400 E. Lower Wacker,(312) 744-7550,0216171
2019-11-22T00:00:00.000,TOYT,PK,,SIL,N674893,IL,10300 S. Doty,(773) 568-8495,2890095
2019-11-22T00:00:00.000,TOYT,VN,,BLU,BK13464,IL,701 N. Sacramento,(773) 265-7605,6973548
2019-11-22T00:00:00.000,VOLK,4D,,SIL,BA69421,IL,10300 S. Doty,(773) 568-8495,2890132
2019-11-22T00:00:00.000,VOLK,4D,,WHI,BH49796,IL,400 E. Lower Wacker,(312) 744-7550,0216163
2019-11-22T00:00:00.000,VOLK,LL,,GRY,AY46967,IL,10300 S. Doty,(773) 568-8495,2890147
2019-11-22T00:00:00.000,VOLK,LL,,GRY,Z471979,IL,10300 S. Doty,(773) 568-8495,2890101
2019-11-21T00:00:00.000,ACUR,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6973520
2019-11-21T00:00:00.000,ACUR,4D,,RED,BP91838,IL,701 N. Sacramento,(773) 265-7605,6973503
2019-11-21T00:00:00.000,BMW,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2890077
2019-11-21T00:00:00.000,BMW,LL,,BLK,BF26378,IL,10300 S. Doty,(773) 785-9752,1719762
2019-11-21T00:00:00.000,BUIC,4D,,WHI,BF29886,IL,10300 S. Doty,(773) 568-8495,2890046
2019-11-21T00:00:00.000,BUIC,4D,,WHI,BR77214,IL,701 N. Sacramento,(773) 265-7605,6973544
2019-11-21T00:00:00.000,BUIC,4D,,MAR,AY23716,IL,10300 S. Doty,(773) 785-9752,1719763
2019-11-21T00:00:00.000,BUIC,4D,,BLU,BK13067,IL,10300 S. Doty,(773) 568-8495,2890049
2019-11-21T00:00:00.000,CADI,4D,,SIL,N641521,IL,10300 S. Doty,(773) 568-8495,2890073
2019-11-21T00:00:00.000,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2890065
2019-11-21T00:00:00.000,CHEV,4D,,WHI,AL13443,IL,10300 S. Doty,(773) 568-8495,2890011
2019-11-21T00:00:00.000,CHEV,4D,,SIL,2N42GO,TN,400 E. Lower Wacker,(312) 744-7550,0216108
2019-11-21T00:00:00.000,CHEV,4D,,BLU,BF24644,IL,10300 S. Doty,(773) 785-9752,1719760
2019-11-21T00:00:00.000,CHEV,4D,,SIL,Q776331,IL,10300 S. Doty,(773) 568-8495,2890059
2019-11-21T00:00:00.000,CHEV,4D,,BLK,HIE7067,OH,10300 S. Doty,(773) 568-8495,2890048
2019-11-21T00:00:00.000,CHEV,LL,,GRY,AV78369,IL,10300 S. Doty,(773) 568-8495,2890009
2019-11-21T00:00:00.000,CHEV,LL,TK,RED,AC53765,IL,10300 S. Doty,(773) 568-8495,2890088
2019-11-21T00:00:00.000,CHEV,LL,,WHI,AS62302,IL,10300 S. Doty,(773) 568-8495,2890004
2019-11-21T00:00:00.000,CHEV,LL,,BLK,ZU30372,IL,701 N. Sacramento,(773) 265-7605,6973518
2019-11-21T00:00:00.000,CHEV,LL,,BLK,BK42720,IL,10300 S. Doty,(773) 568-8495,2890006
2019-11-21T00:00:00.000,CHEV,VN,,SIL,BF43901,IL,701 N. Sacramento,(773) 265-1846,1539574
2019-11-21T00:00:00.000,CHRY,4D,,BLU,00229569,IL,701 N. Sacramento,(773) 265-1846,1539580
2019-11-21T00:00:00.000,CHRY,LL,,BLU,BE79115,IL,10300 S. Doty,(773) 568-8495,2890060
2019-11-21T00:00:00.000,DODG,4D,,BLK,BH95278,IL,10300 S. Doty,(773) 568-8495,2890072
2019-11-21T00:00:00.000,DODG,LL,,BLU,BC34618,IL,10300 S. Doty,(773) 568-8495,2890055
2019-11-21T00:00:00.000,DODG,VN,,SIL,BF16040,IL,10300 S. Doty,(773) 568-8495,2890071
2019-11-21T00:00:00.000,FORD,2D,,BLU,Z892390,IL,10300 S. Doty,(773) 568-8495,2890031
2019-11-21T00:00:00.000,FORD,4D,,SIL,534YCG,IN,10300 S. Doty,(773) 568-8495,2890087
2019-11-21T00:00:00.000,FORD,4D,,BGE,DQB5565,MI,10300 S. Doty,(773) 568-8495,2890041
2019-11-21T00:00:00.000,FORD,LL,,SIL,830789,IL,10300 S. Doty,(773) 568-8495,2890010
2019-11-21T00:00:00.000,FORD,LL,TK,GLD,AY12786,IL,701 N. Sacramento,(773) 265-7605,6973519
2019-11-21T00:00:00.000,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2890085
2019-11-21T00:00:00.000,GMC,LL,,BLK,BF20887,IL,10300 S. Doty,(773) 568-8495,2890034
2019-11-21T00:00:00.000,HOND,2D,,BLK,BN28372,IL,701 N. Sacramento,(773) 265-1846,1539579
2019-11-21T00:00:00.000,HOND,4D,,SIL,BA68247,IL,10300 S. Doty,(773) 568-8495,2890043
2019-11-21T00:00:00.000,HOND,LL,,RED,,,10300 S. Doty,(773) 568-8495,2890078
2019-11-21T00:00:00.000,HOND,VN,,GLD,AT88217,IL,701 N. Sacramento,(773) 265-1846,1539577
2019-11-21T00:00:00.000,HYUN,4D,,WHI,BN13840,IL,701 N. Sacramento,(773) 265-7605,6973517
2019-11-21T00:00:00.000,INTL,TT,,RED,117778TW,IL,10300 S. Doty,(773) 785-9752,1719764
2019-11-21T00:00:00.000,JEEP,LL,,RED,BM17196,IL,701 N. Sacramento,(773) 265-7605,6973504
2019-11-21T00:00:00.000,JEEP,LL,,WHI,AR87575,IL,10300 S. Doty,(773) 568-8495,2890069
2019-11-21T00:00:00.000,JEEP,LL,,SIL,AP72863,IL,10300 S. Doty,(773) 568-8495,2890015
2019-11-21T00:00:00.000,KIA,4D,,SIL,793U768,IL,400 E. Lower Wacker,(312) 744-7550,0216095
2019-11-21T00:00:00.000,KIA,4D,,BLK,NEILBU,IL,701 N. Sacramento,(773) 265-7605,6973538
2019-11-21T00:00:00.000,KIA,LL,,GRY,BK84887,IL,10300 S. Doty,(773) 568-8495,2890019
2019-11-21T00:00:00.000,MERC,4D,,RED,AZ83335,IL,701 N. Sacramento,(773) 265-7605,6973508
2019-11-21T00:00:00.000,MITS,4D,,BLK,AL54369,IL,701 N. Sacramento,(773) 265-7605,6973523
2019-11-21T00:00:00.000,MITS,LL,,GRY,AC72042,IL,10300 S. Doty,(773) 568-8495,2890064
2019-11-21T00:00:00.000,NISS,4D,,WHI,BG75151,IL,701 N. Sacramento,(773) 265-7605,6973534
2019-11-21T00:00:00.000,NISS,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2890084
2019-11-21T00:00:00.000,NISS,4D,,RED,AH36353,IL,10300 S. Doty,(773) 568-8495,2890057
2019-11-21T00:00:00.000,NISS,4D,,GRY,942079,IL,10300 S. Doty,(773) 568-8495,2890066
2019-11-21T00:00:00.000,NISS,LL,,SIL,BW43756,IL,701 N. Sacramento,(773) 265-7605,6973536
2019-11-21T00:00:00.000,NISS,LL,,BLU,BG46502,IL,10300 S. Doty,(773) 568-8495,2890040
2019-11-21T00:00:00.000,NISS,,,SIL,V611023,IL,10300 S. Doty,(773) 568-8495,2890005
2019-11-21T00:00:00.000,OLDS,4D,,WHI,AV78037,IL,10300 S. Doty,(773) 568-8495,2890063
2019-11-21T00:00:00.000,OLDS,LL,,WHI,BN33023,IL,10300 S. Doty,(773) 568-8495,2890056
2019-11-21T00:00:00.000,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1719761
2019-11-21T00:00:00.000,PONT,4D,,GRY,AD76654,IL,10300 S. Doty,(773) 568-8495,2890037
2019-11-21T00:00:00.000,PONT,4D,,WHI,AR17762,IL,10300 S. Doty,(773) 568-8495,2890003
2019-11-21T00:00:00.000,SATR,4D,,GRY,BM14164,IL,701 N. Sacramento,(773) 265-7605,6973542
2019-11-21T00:00:00.000,SUZU,4D,,BLU,BK51430,IL,10300 S. Doty,(773) 568-8495,2890007
2019-11-21T00:00:00.000,TOYT,4D,,MAR,BE23826,IL,701 N. Sacramento,(773) 265-7605,6973506
2019-11-21T00:00:00.000,TOYT,4D,,GRY,BC61194,IL,10300 S. Doty,(773) 568-8495,2890053
2019-11-21T00:00:00.000,TOYT,4D,,GRN,AH86521,IL,10300 S. Doty,(773) 568-8495,2890061
2019-11-21T00:00:00.000,TOYT,4D,,GRY,AX59455,IL,10300 S. Doty,(773) 568-8495,2890054
2019-11-21T00:00:00.000,VOLK,2D,,BGE,BB16631,IL,10300 S. Doty,(773) 568-8495,2890039
2019-11-21T00:00:00.000,VOLK,4D,,BLU,BK85927,IL,10300 S. Doty,(773) 568-8495,2890042
2019-11-21T00:00:00.000,VOLV,4D,,BLK,BB19079,IL,10300 S. Doty,(773) 568-8495,2890030
2019-11-20T00:00:00.000,AUDI,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2889994
2019-11-20T00:00:00.000,BUIC,4D,,LBL,AH23748,IL,10300 S. Doty,(773) 568-8495,2889955
2019-11-20T00:00:00.000,BUIC,4T,,WHI,VE856A,MO,701 N. Sacramento,(773) 265-7605,6973456
2019-11-20T00:00:00.000,BUIC,LL,,WHI,BF39952,IL,10300 S. Doty,(773) 568-8495,2889962
2019-11-20T00:00:00.000,CADI,4D,,TAN,BH92989,IL,701 N. Sacramento,(773) 265-7605,6973473
2019-11-20T00:00:00.000,CHEV,4D,,BLU,AD54937,IL,701 N. Sacramento,(773) 265-7605,6973476
2019-11-20T00:00:00.000,CHEV,4D,,BLU,BE26415,IL,10300 S. Doty,(773) 568-8495,2889965
2019-11-20T00:00:00.000,CHEV,4D,,TAN,R110741,IL,701 N. Sacramento,(773) 265-1846,1539572
2019-11-20T00:00:00.000,CHEV,4D,,BLK,Q560306,IL,10300 S. Doty,(773) 568-8495,2890001
2019-11-20T00:00:00.000,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2889924
2019-11-20T00:00:00.000,CHEV,4D,,RED,AW82413,IL,10300 S. Doty,(773) 568-8495,2889978
2019-11-20T00:00:00.000,CHEV,LL,,WHI,L279967,IL,10300 S. Doty,(773) 568-8495,2889977
2019-11-20T00:00:00.000,CHEV,LL,,BLK,424851,IL,10300 S. Doty,(773) 568-8495,2889919
2019-11-20T00:00:00.000,CHEV,LL,,BLU,916U810,IL,701 N. Sacramento,(773) 265-7605,6973494
2019-11-20T00:00:00.000,CHEV,PK,,BLK,94797FF,IL,701 N. Sacramento,(773) 265-7605,6973465
2019-11-20T00:00:00.000,CHRY,LL,,SIL,BA72626,IL,10300 S. Doty,(773) 568-8495,2889964
2019-11-20T00:00:00.000,CHRY,LL,,SIL,Z163850,IL,10300 S. Doty,(773) 568-8495,2889929
2019-11-20T00:00:00.000,DODG,PK,,GRY,149933F,IL,10300 S. Doty,(773) 568-8495,2889995
2019-11-20T00:00:00.000,DODG,VN,,WHI,PEK4088,NC,701 N. Sacramento,(773) 265-1846,1539567
2019-11-20T00:00:00.000,FORD,4D,,BLU,518U169,IL,10300 S. Doty,(773) 568-8495,2889989
2019-11-20T00:00:00.000,FORD,4D,,WHI,BA38749,IL,10300 S. Doty,(773) 568-8495,2889945
2019-11-20T00:00:00.000,FORD,4D,,BGE,AES4010,WI,10300 S. Doty,(773) 568-8495,2889990
2019-11-20T00:00:00.000,FORD,4D,,ONG,BH58780,IL,10300 S. Doty,(773) 568-8495,2889980
2019-11-20T00:00:00.000,FORD,LL,,RED,ZV53077,IL,701 N. Sacramento,(773) 265-1846,1539571
2019-11-20T00:00:00.000,FORD,LL,,GRY,Z347882,IL,10300 S. Doty,(773) 568-8495,2889993
2019-11-20T00:00:00.000,FORD,LL,,BLU,BF16527,IL,10300 S. Doty,(773) 568-8495,2889958
2019-11-20T00:00:00.000,FORD,LL,,BLU,BU75731,IL,10300 S. Doty,(773) 568-8495,2889936
2019-11-20T00:00:00.000,FORD,LL,,WHI,AZ94711,IL,10300 S. Doty,(773) 568-8495,2889972
2019-11-20T00:00:00.000,FORD,LL,,GRY,LXV1133,TX,10300 S. Doty,(773) 568-8495,2889969
2019-11-20T00:00:00.000,FORD,PK,,WHI,BH87032,IL,10300 S. Doty,(773) 568-8495,2889941
2019-11-20T00:00:00.000,FORD,VN,,WHI,84291L,IL,10300 S. Doty,(773) 568-8495,2889987
2019-11-20T00:00:00.000,FORD,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6973460
2019-11-20T00:00:00.000,GMC,LL,,GRN,R203423,IL,10300 S. Doty,(773) 568-8495,2889912
2019-11-20T00:00:00.000,GMC,LL,,TAN,Z795682,IL,10300 S. Doty,(773) 568-8495,2889984
2019-11-20T00:00:00.000,GMC,LL,,BLK,BN71720,IL,10300 S. Doty,(773) 568-8495,2889998
2019-11-20T00:00:00.000,GMC,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2889999
2019-11-20T00:00:00.000,HOND,2D,,BLK,H933237,IL,701 N. Sacramento,(773) 265-7605,6973490
2019-11-20T00:00:00.000,HOND,4D,,BLK,AT75037,IL,701 N. Sacramento,(773) 265-7605,6973495
2019-11-20T00:00:00.000,HOND,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2889926
2019-11-20T00:00:00.000,HOND,LL,,RED,AP59852,IL,701 N. Sacramento,(773) 265-7605,6973463
2019-11-20T00:00:00.000,HOND,VN,,GRY,AP72031,IL,10300 S. Doty,(773) 568-8495,2889940
2019-11-20T00:00:00.000,HYUN,2T,,SIL,AT59059,IL,10300 S. Doty,(773) 568-8495,2889934
2019-11-20T00:00:00.000,HYUN,4D,,BLU,Z201855,IL,10300 S. Doty,(773) 568-8495,2889983
2019-11-20T00:00:00.000,HYUN,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2889930
2019-11-20T00:00:00.000,HYUN,4D,,SIL,ZU42377,IL,10300 S. Doty,(773) 568-8495,2889973
2019-11-20T00:00:00.000,INFI,4D,,SIL,AW35278,IL,10300 S. Doty,(773) 568-8495,2889913
2019-11-20T00:00:00.000,INFI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2889910
2019-11-20T00:00:00.000,INFI,LL,,BLK,BL24000,IL,701 N. Sacramento,(773) 265-7605,6973487
2019-11-20T00:00:00.000,JEEP,LL,,GRY,BB23340,IL,10300 S. Doty,(773) 568-8495,2889942
2019-11-20T00:00:00.000,JEEP,LL,TK,BLU,,IL,701 N. Sacramento,(773) 265-7605,6973471
2019-11-20T00:00:00.000,LINC,4D,,BLK,K413063,IL,10300 S. Doty,(773) 568-8495,2889947
2019-11-20T00:00:00.000,LINC,4D,,SIL,AP50555,IL,10300 S. Doty,(773) 568-8495,2889961
2019-11-20T00:00:00.000,LINC,LL,,RED,BA69890,IL,10300 S. Doty,(773) 568-8495,2889933
2019-11-20T00:00:00.000,MAZD,4D,,SIL,BN58302,IL,701 N. Sacramento,(773) 265-7605,6973475
2019-11-20T00:00:00.000,MERC,4D,,WHI,V134431,IL,10300 S. Doty,(773) 568-8495,2889904
2019-11-20T00:00:00.000,MERC,LL,,WHI,BN46263,IL,701 N. Sacramento,(773) 265-7605,6973466
2019-11-20T00:00:00.000,MITS,4D,,WHI,BH22215,IL,10300 S. Doty,(773) 568-8495,2889979
2019-11-20T00:00:00.000,NISS,2D,,BLU,BL22904,IL,10300 S. Doty,(773) 568-8495,2889956
2019-11-20T00:00:00.000,NISS,4D,,BGE,BA32413,IL,10300 S. Doty,(773) 568-8495,2889953
2019-11-20T00:00:00.000,NISS,4D,,SIL,ZV69513,IL,701 N. Sacramento,(773) 265-7605,6973485
2019-11-20T00:00:00.000,NISS,4T,,GRY,AB74714,IL,10300 S. Doty,(773) 568-8495,2889920
2019-11-20T00:00:00.000,NISS,LL,,GRY,BA16091,IL,10300 S. Doty,(773) 568-8495,2889952
2019-11-20T00:00:00.000,PONT,4D,,GRY,BH92838,IL,701 N. Sacramento,(773) 265-1846,1539568
2019-11-20T00:00:00.000,PONT,4D,,MAR,AP21184,IL,10300 S. Doty,(773) 568-8495,2889949
2019-11-20T00:00:00.000,SATR,2D,,RED,BU75568,IL,10300 S. Doty,(773) 568-8495,2889992
2019-11-20T00:00:00.000,SATR,2D,,SIL,040G454,MI,10300 S. Doty,(773) 568-8495,2889991
2019-11-20T00:00:00.000,SATR,LL,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1539573
2019-11-20T00:00:00.000,SATU,4D,,BLK,BE19400,IL,701 N. Sacramento,(773) 265-7605,6973501
2019-11-20T00:00:00.000,SATU,LL,,BLK,AQ21650,IL,701 N. Sacramento,(773) 265-7605,6973462
2019-11-20T00:00:00.000,TOYT,4D,,GRY,BT60355,IL,701 N. Sacramento,(773) 265-7605,6973496
2019-11-20T00:00:00.000,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1539570
2019-11-20T00:00:00.000,VOLK,4T,,BLK,615369,IL,10300 S. Doty,(773) 568-8495,2889915
2019-11-20T00:00:00.000,VOLK,LL,,BLK,BK37539,IL,10300 S. Doty,(773) 568-8495,2889948
2019-11-19T00:00:00.000,AUDI,4D,,WHI,15705LE,IL,701 N. Sacramento,(773) 265-7605,6973409
2019-11-19T00:00:00.000,BMW,4D,,BLK,AP47315,IL,10300 S. Doty,(773) 568-8495,2889870
2019-11-19T00:00:00.000,BMW,LL,,SIL,N56KGW,NJ,701 N. Sacramento,(773) 265-1846,1539566
2019-11-19T00:00:00.000,CHEV,2D,,BRZ,BB25756,IL,10300 S. Doty,(773) 568-8495,2889841
2019-11-19T00:00:00.000,CHEV,2D,,SIL,BF23904,IL,10300 S. Doty,(773) 568-8495,2889846
2019-11-19T00:00:00.000,CHEV,4D,,GRY,BH85918,IL,10300 S. Doty,(773) 568-8495,2889878
2019-11-19T00:00:00.000,CHEV,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2889871
2019-11-19T00:00:00.000,CHEV,4D,,MAR,698594,IL,10300 S. Doty,(773) 568-8495,2889879
2019-11-19T00:00:00.000,CHEV,4D,,BLU,BA46880,IL,701 N. Sacramento,(773) 265-1846,1539564
2019-11-19T00:00:00.000,CHEV,4D,,BLK,882U565,IL,10300 S. Doty,(773) 785-9752,1719759
2019-11-19T00:00:00.000,CHEV,4D,,SIL,AW17328,IL,10300 S. Doty,(773) 785-9752,1719756
2019-11-19T00:00:00.000,CHEV,4D,,SIL,BN87319,IL,701 N. Sacramento,(773) 265-7605,6973412
2019-11-19T00:00:00.000,CHEV,LL,,,2671370,IL,10300 S. Doty,(773) 568-8495,2889852
2019-11-19T00:00:00.000,CHEV,LL,,GLD,BE17790,IL,701 N. Sacramento,(773) 265-7605,6973416
2019-11-19T00:00:00.000,CHEV,VN,,BLU,6070141,IL,10300 S. Doty,(773) 568-8495,2889866
2019-11-19T00:00:00.000,CHEV,VN,,GRY,BG18872,IL,701 N. Sacramento,(773) 265-1846,1539565
2019-11-19T00:00:00.000,CHRY,4D,,LBL,BA43106,IL,701 N. Sacramento,(773) 265-7605,6973454
2019-11-19T00:00:00.000,CHRY,VN,,WHI,BG86810,IL,10300 S. Doty,(773) 568-8495,2889837
2019-11-19T00:00:00.000,CHRY,VN,,GRY,,,10300 S. Doty,(773) 568-8495,2889880
2019-11-19T00:00:00.000,DODG,4D,,WHI,BQ49428,IL,701 N. Sacramento,(773) 265-7605,6973437
2019-11-19T00:00:00.000,DODG,4D,,BLK,BH87007,IL,701 N. Sacramento,(773) 265-7605,6973407
2019-11-19T00:00:00.000,DODG,4D,,SIL,BN79145,IL,701 N. Sacramento,(773) 265-7605,6973438
2019-11-19T00:00:00.000,DODG,LL,,GRY,EJP4232,NC,701 N. Sacramento,(773) 265-7605,6973447
2019-11-19T00:00:00.000,DODG,PK,,SIL,2003064,IL,701 N. Sacramento,(773) 265-7605,6973443
2019-11-19T00:00:00.000,FORD,4D,,SIL,BG15130,IL,10300 S. Doty,(773) 785-9752,1719757
2019-11-19T00:00:00.000,FORD,4D,,BLK,AN82085,IL,10300 S. Doty,(773) 568-8495,2889856
2019-11-19T00:00:00.000,FORD,4D,,GRY,AV45673,IL,10300 S. Doty,(773) 568-8495,2889860
2019-11-19T00:00:00.000,FORD,4D,,MAR,ZX26935,IL,10300 S. Doty,(773) 568-8495,2889900
2019-11-19T00:00:00.000,FORD,LL,,BGE,,IL,10300 S. Doty,(773) 568-8495,2889890
2019-11-19T00:00:00.000,FORD,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2889849
2019-11-19T00:00:00.000,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2889863
2019-11-19T00:00:00.000,FORD,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6973425
2019-11-19T00:00:00.000,GMC,PK,,BLU,2239463,IL,701 N. Sacramento,(773) 265-7605,6973432
2019-11-19T00:00:00.000,HOND,2D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6973430
2019-11-19T00:00:00.000,HOND,4D,,GRY,EPE5662,OH,701 N. Sacramento,(773) 265-7605,6973428
2019-11-19T00:00:00.000,HOND,4D,,RED,Q272269,IL,701 N. Sacramento,(773) 265-7605,6973445
2019-11-19T00:00:00.000,HOND,4D,,TAN,,,10300 S. Doty,(773) 785-9752,1719758
2019-11-19T00:00:00.000,HOND,LL,,BLU,AC80163,IL,701 N. Sacramento,(773) 265-7605,6973444
2019-11-19T00:00:00.000,HOND,LL,,RED,E909843,IL,701 N. Sacramento,(773) 265-7605,6973422
2019-11-19T00:00:00.000,HYUN,4D,,BLK,BH50127,IL,701 N. Sacramento,(773) 265-7605,6973417
